,name,positions,player_url,number,height,weight,team,Year
473,Dewan Hernandez,C,https://www.basketball-reference.com/players/h/hernade01.html,20,6-10,235,Toronto Raptors,2020
474,Joe Ingles,SF,https://www.basketball-reference.com/players/i/inglejo01.html,2,6-7,220,Utah Jazz,2020
475,Royce O'Neale,PF,https://www.basketball-reference.com/players/o/onealro01.html,23,6-4,226,Utah Jazz,2020
476,Donovan Mitchell,SG,https://www.basketball-reference.com/players/m/mitchdo01.html,45,6-1,215,Utah Jazz,2020
477,Rudy Gobert,C,https://www.basketball-reference.com/players/g/goberru01.html,27,7-1,258,Utah Jazz,2020
478,Georges Niang,PF,https://www.basketball-reference.com/players/n/niangge01.html,31,6-7,230,Utah Jazz,2020
479,Bojan Bogdanovic,SF,https://www.basketball-reference.com/players/b/bogdabo02.html,44,6-8,226,Utah Jazz,2020
480,Tony Bradley,C,https://www.basketball-reference.com/players/b/bradlto01.html,13,6-10,248,Utah Jazz,2020
481,Emmanuel Mudiay,PG,https://www.basketball-reference.com/players/m/mudiaem01.html,8-15,6-3,200,Utah Jazz,2020
482,Mike Conley,PG,https://www.basketball-reference.com/players/c/conlemi01.html,10,6-1,175,Utah Jazz,2020
483,Jordan Clarkson,SG,https://www.basketball-reference.com/players/c/clarkjo01.html,00,6-4,194,Utah Jazz,2020
484,Ed Davis,C,https://www.basketball-reference.com/players/d/davised01.html,17,6-9,218,Utah Jazz,2020
485,Juwan Morgan,PF,https://www.basketball-reference.com/players/m/morgaju01.html,16,6-8,232,Utah Jazz,2020
486,Rayjon Tucker,SG,https://www.basketball-reference.com/players/t/tuckera01.html,6,6-5,210,Utah Jazz,2020
487,Miye Oni,SG,https://www.basketball-reference.com/players/o/onimi01.html,24-81,6-5,206,Utah Jazz,2020
488,Nigel Williams-Goss,PG,https://www.basketball-reference.com/players/w/willini01.html,0,6-2,190,Utah Jazz,2020
489,Jarrell Brantley,PF,https://www.basketball-reference.com/players/b/brantja01.html,5,6-5,250,Utah Jazz,2020
490,Justin Wright-Foreman,PG,https://www.basketball-reference.com/players/w/wrighju02.html,3,6-0,190,Utah Jazz,2020
491,Troy Brown Jr.,SG,https://www.basketball-reference.com/players/b/browntr01.html,6,6-6,215,Washington Wizards,2020
492,Ish Smith,PG,https://www.basketball-reference.com/players/s/smithis01.html,14,6-0,175,Washington Wizards,2020
493,Isaac Bonga,SF,https://www.basketball-reference.com/players/b/bongais01.html,17,6-8,180,Washington Wizards,2020
494,Bradley Beal,SG,https://www.basketball-reference.com/players/b/bealbr01.html,3,6-3,207,Washington Wizards,2020
495,Davis Bertans,PF,https://www.basketball-reference.com/players/b/bertada01.html,42,6-10,225,Washington Wizards,2020
496,Rui Hachimura,PF,https://www.basketball-reference.com/players/h/hachiru01.html,8,6-8,230,Washington Wizards,2020
497,Thomas Bryant,C,https://www.basketball-reference.com/players/b/bryanth01.html,13,6-10,248,Washington Wizards,2020
498,Moritz Wagner,C,https://www.basketball-reference.com/players/w/wagnemo01.html,21,6-11,245,Washington Wizards,2020
499,Ian Mahinmi,C,https://www.basketball-reference.com/players/m/mahinia01.html,28,6-11,262,Washington Wizards,2020
500,Admiral Schofield,SF,https://www.basketball-reference.com/players/s/schofad01.html,1,6-5,241,Washington Wizards,2020
501,Gary Payton II,PG,https://www.basketball-reference.com/players/p/paytoga02.html,20,6-3,190,Washington Wizards,2020
502,Anzejs Pasecniks,C,https://www.basketball-reference.com/players/p/pasecan01.html,18,7-1,229,Washington Wizards,2020
503,Jerome Robinson,SG,https://www.basketball-reference.com/players/r/robinje01.html,12,6-4,190,Washington Wizards,2020
504,Shabazz Napier,PG,https://www.basketball-reference.com/players/n/napiesh01.html,5,6-0,175,Washington Wizards,2020
505,Garrison Mathews,SG,https://www.basketball-reference.com/players/m/mathega01.html,24,6-5,215,Washington Wizards,2020
506,Johnathan Williams,C,https://www.basketball-reference.com/players/w/willijo04.html,19,6-9,228,Washington Wizards,2020
507,Jerian Grant,PG,https://www.basketball-reference.com/players/g/grantje02.html,22,6-4,205,Washington Wizards,2020
508,Jarrod Uthoff,SF,https://www.basketball-reference.com/players/u/uthofja01.html,7,6-9,221,Washington Wizards,2020
509,John Wall,G,https://www.basketball-reference.com/players/w/walljo01.html,,6-4,210,Washington Wizards,2020
